Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Item_normalized
8491,El Salvador,Plantains and others,2001,311689,1784.0,2543.7,25.92,plantains and others
8492,El Salvador,Potatoes,2001,229878,1784.0,2543.7,25.92,potatoes
8495,El Salvador,Soybeans,2001,22241,1784.0,2543.7,25.92,soybeans
8496,El Salvador,Sweet potatoes,2001,62931,1784.0,2543.7,25.92,sweet potatoes
8497,El Salvador,Cassava,2002,128120,1784.0,2388.47,26.12,cassava
8499,El Salvador,Plantains and others,2002,311690,1784.0,2388.47,26.12,plantains and others
8500,El Salvador,Potatoes,2002,236013,1784.0,2388.47,26.12,potatoes
8503,El Salvador,Soybeans,2002,21732,1784.0,2388.47,26.12,soybeans
8504,El Salvador,Sweet potatoes,2002,62852,1784.0,2388.47,26.12,sweet potatoes
8505,El Salvador,Cassava,2004,100819,1784.0,2078.01,26.2,cassava
8507,El Salvador,Plantains and others,2004,312202,1784.0,2078.01,26.2,plantains and others
8508,El Salvador,Potatoes,2004,288786,1784.0,2078.01,26.2,potatoes
8511,El Salvador,Soybeans,2004,20409,1784.0,2078.01,26.2,soybeans
8512,El Salvador,Sweet potatoes,2004,62585,1784.0,2078.01,26.2,sweet potatoes
8513,El Salvador,Cassava,2005,125043,1784.0,1922.78,26.07,cassava
8515,El Salvador,Plantains and others,2005,312125,1784.0,1922.78,26.07,plantains and others
8516,El Salvador,Potatoes,2005,221220,1784.0,1922.78,26.07,potatoes
8519,El Salvador,Soybeans,2005,20768,1784.0,1922.78,26.07,soybeans
8520,El Salvador,Sweet potatoes,2005,62409,1784.0,1922.78,26.07,sweet potatoes
8521,El Salvador,Cassava,2006,125016,1784.0,2265.72,26.14,cassava
8523,El Salvador,Plantains and others,2006,311678,1784.0,2265.72,26.14,plantains and others
8524,El Salvador,Potatoes,2006,220517,1784.0,2265.72,26.14,potatoes
8527,El Salvador,Soybeans,2006,20383,1784.0,2265.72,26.14,soybeans
8528,El Salvador,Sweet potatoes,2006,62251,1784.0,2265.72,26.14,sweet potatoes
8529,El Salvador,Cassava,2007,128870,1784.0,1940.78,26.02,cassava
8531,El Salvador,Plantains and others,2007,311711,1784.0,1940.78,26.02,plantains and others
8532,El Salvador,Potatoes,2007,218481,1784.0,1940.78,26.02,potatoes
8535,El Salvador,Soybeans,2007,19348,1784.0,1940.78,26.02,soybeans
8536,El Salvador,Sweet potatoes,2007,63889,1784.0,1940.78,26.02,sweet potatoes
8537,El Salvador,Cassava,2008,128900,1784.0,3899.48,25.71,cassava
8539,El Salvador,Plantains and others,2008,311771,1784.0,3899.48,25.71,plantains and others
8540,El Salvador,Potatoes,2008,218555,1784.0,3899.48,25.71,potatoes
8543,El Salvador,Soybeans,2008,19279,1784.0,3899.48,25.71,soybeans
8544,El Salvador,Sweet potatoes,2008,61614,1784.0,3899.48,25.71,sweet potatoes
8545,El Salvador,Cassava,2009,125022,1784.0,3333.88,26.21,cassava
8547,El Salvador,Plantains and others,2009,312073,1784.0,3333.88,26.21,plantains and others
8548,El Salvador,Potatoes,2009,252417,1784.0,3333.88,26.21,potatoes
8551,El Salvador,Soybeans,2009,19172,1784.0,3333.88,26.21,soybeans
8552,El Salvador,Sweet potatoes,2009,61191,1784.0,3333.88,26.21,sweet potatoes
8553,El Salvador,Cassava,2010,124843,1784.0,3598.59,25.96,cassava
8555,El Salvador,Plantains and others,2010,221778,1784.0,3598.59,25.96,plantains and others
8556,El Salvador,Potatoes,2010,252796,1784.0,3598.59,25.96,potatoes
8559,El Salvador,Soybeans,2010,18000,1784.0,3598.59,25.96,soybeans
8560,El Salvador,Sweet potatoes,2010,60767,1784.0,3598.59,25.96,sweet potatoes
8561,El Salvador,Cassava,2011,145719,1784.0,3231.13,25.95,cassava
8563,El Salvador,Plantains and others,2011,111171,1784.0,3231.13,25.95,plantains and others
8564,El Salvador,Potatoes,2011,196316,1784.0,3231.13,25.95,potatoes
8567,El Salvador,Soybeans,2011,19222,1784.0,3231.13,25.95,soybeans
8568,El Salvador,Sweet potatoes,2011,60343,1784.0,3231.13,25.95,sweet potatoes
8569,El Salvador,Cassava,2012,115775,1784.0,2595.16,26.04,cassava
8571,El Salvador,Plantains and others,2012,143831,1784.0,2595.16,26.04,plantains and others
8572,El Salvador,Potatoes,2012,295706,1784.0,2595.16,26.04,potatoes
8575,El Salvador,Soybeans,2012,19231,1784.0,2595.16,26.04,soybeans
8576,El Salvador,Sweet potatoes,2012,58333,1784.0,2595.16,26.04,sweet potatoes
8577,El Salvador,Cassava,2013,154928,1784.0,6005.08,26.36,cassava
8579,El Salvador,Plantains and others,2013,153680,1784.0,6005.08,26.36,plantains and others
8580,El Salvador,Potatoes,2013,426047,1784.0,6005.08,26.36,potatoes
8583,El Salvador,Soybeans,2013,19231,1784.0,6005.08,26.36,soybeans
8584,El Salvador,Sweet potatoes,2013,58333,1784.0,6005.08,26.36,sweet potatoes
8586,Eritrea,Potatoes,1993,82000,383.0,4.44,24.09,potatoes
8590,Eritrea,Potatoes,1994,80659,383.0,4.44,24.13,potatoes
8594,Eritrea,Potatoes,1995,79816,383.0,4.44,24.37,potatoes
8598,Eritrea,Potatoes,1996,79592,383.0,4.44,24.36,potatoes
8602,Eritrea,Potatoes,1997,80769,383.0,30.92,24.32,potatoes
8606,Eritrea,Potatoes,1998,83333,383.0,19.61,24.78,potatoes
8610,Eritrea,Potatoes,1999,80000,383.0,22.28,24.68,potatoes
8614,Eritrea,Potatoes,2000,70012,383.0,24.96,24.76,potatoes
8618,Eritrea,Potatoes,2001,58050,383.0,27.63,24.61,potatoes
8622,Eritrea,Potatoes,2002,61120,383.0,27.63,24.86,potatoes
8626,Eritrea,Potatoes,2004,64000,383.0,27.63,24.79,potatoes
8630,Eritrea,Potatoes,2005,79311,383.0,27.63,24.85,potatoes
8634,Eritrea,Potatoes,2006,78493,383.0,27.63,24.7,potatoes
8638,Eritrea,Potatoes,2007,24508,383.0,27.63,24.7,potatoes
8642,Eritrea,Potatoes,2008,8406,383.0,27.63,24.79,potatoes
8646,Eritrea,Potatoes,2009,12000,383.0,27.63,25.3,potatoes
8650,Eritrea,Potatoes,2010,15729,383.0,27.63,25.22,potatoes
8654,Eritrea,Potatoes,2011,18180,383.0,27.63,24.78,potatoes
8658,Eritrea,Potatoes,2012,14209,383.0,27.63,25.16,potatoes
8662,Eritrea,Potatoes,2013,12819,383.0,27.63,25.87,potatoes
8665,Estonia,Potatoes,1992,144514,626.0,469.0,6.51,potatoes
8667,Estonia,Potatoes,1993,126432,626.0,170.0,5.26,potatoes
8669,Estonia,Potatoes,1994,140959,626.0,176.0,5.35,potatoes
8671,Estonia,Potatoes,1995,145590,626.0,154.0,6.23,potatoes
8673,Estonia,Potatoes,1996,141758,626.0,133.0,4.63,potatoes
8675,Estonia,Potatoes,1997,124153,626.0,200.0,5.95,potatoes
8677,Estonia,Potatoes,1998,97147,626.0,195.0,5.5,potatoes
8679,Estonia,Potatoes,1999,129807,626.0,187.0,6.55,potatoes
8681,Estonia,Potatoes,2000,152654,626.0,315.0,7.12,potatoes
8683,Estonia,Potatoes,2001,155249,626.0,329.0,6.08,potatoes
8685,Estonia,Potatoes,2002,131599,626.0,331.0,6.34,potatoes
8687,Estonia,Potatoes,2004,103416,626.0,351.0,6.03,potatoes
8689,Estonia,Potatoes,2005,150277,626.0,386.0,6.04,potatoes
8691,Estonia,Potatoes,2006,132608,626.0,452.0,6.7,potatoes
8693,Estonia,Potatoes,2007,171977,626.0,460.0,6.97,potatoes
8695,Estonia,Potatoes,2008,142273,626.0,551.0,7.39,potatoes
8697,Estonia,Potatoes,2009,152752,626.0,402.0,6.14,potatoes
8699,Estonia,Potatoes,2010,174562,626.0,514.0,5.06,potatoes
8701,Estonia,Potatoes,2011,178361,626.0,460.0,6.98,potatoes
8703,Estonia,Potatoes,2012,182175,626.0,553.0,5.57,potatoes
8705,Estonia,Potatoes,2013,193558,626.0,567.0,7.28,potatoes
8707,Finland,Potatoes,1990,214976,536.0,2001.0,6.07,potatoes
8709,Finland,Potatoes,1991,185663,536.0,1738.0,5.62,potatoes
8711,Finland,Potatoes,1992,192894,536.0,1372.0,5.8,potatoes
8713,Finland,Potatoes,1993,213516,536.0,1200.0,4.74,potatoes
8715,Finland,Potatoes,1994,198795,536.0,1247.0,4.66,potatoes
8717,Finland,Potatoes,1995,221053,536.0,1041.0,5.63,potatoes
8719,Finland,Potatoes,1996,220029,536.0,909.0,4.2,potatoes
8721,Finland,Potatoes,1997,227139,536.0,999.0,5.36,potatoes
8723,Finland,Potatoes,1998,180091,536.0,1164.0,4.71,potatoes
8725,Finland,Potatoes,1999,244923,536.0,1139.0,5.7,potatoes
8727,Finland,Potatoes,2000,243851,536.0,1147.48,6.57,potatoes
8729,Finland,Potatoes,2001,244267,536.0,1423.27,5.35,potatoes
8731,Finland,Potatoes,2002,261779,536.0,1620.36,5.54,potatoes
8733,Finland,Potatoes,2004,226886,536.0,1489.12,5.4,potatoes
8735,Finland,Potatoes,2005,256990,536.0,1431.04,5.8,potatoes
8737,Finland,Potatoes,2006,205607,536.0,1645.3,5.91,potatoes
8739,Finland,Potatoes,2007,256996,536.0,1479.45,6.23,potatoes
8741,Finland,Potatoes,2008,261221,536.0,1621.86,6.77,potatoes
8743,Finland,Potatoes,2009,286098,536.0,1693.8,5.49,potatoes
8745,Finland,Potatoes,2010,261548,536.0,1746.71,4.36,potatoes
8747,Finland,Potatoes,2011,275943,536.0,1707.54,6.38,potatoes
8749,Finland,Potatoes,2012,236522,536.0,1545.25,5.12,potatoes
8751,Finland,Potatoes,2013,281312,536.0,1475.39,6.17,potatoes
8754,France,Potatoes,1990,290790,867.0,97701.0,11.96,potatoes
8757,France,Soybeans,1990,20940,867.0,97701.0,11.96,soybeans
8760,France,Potatoes,1991,321625,867.0,103434.0,10.6,potatoes
8763,France,Soybeans,1991,24308,867.0,103434.0,10.6,soybeans
8766,France,Potatoes,1992,365434,867.0,85249.0,11.15,potatoes
8769,France,Soybeans,1992,17425,867.0,85249.0,11.15,soybeans
8772,France,Potatoes,1993,360076,867.0,91953.0,10.7,potatoes
8775,France,Soybeans,1993,24636,867.0,91953.0,10.7,soybeans
8778,France,Potatoes,1994,335302,867.0,89515.0,11.96,potatoes
8781,France,Soybeans,1994,25978,867.0,89515.0,11.96,soybeans
8784,France,Potatoes,1995,347354,867.0,84011.0,11.69,potatoes
8787,France,Soybeans,1995,25723,867.0,84011.0,11.69,soybeans
8790,France,Potatoes,1996,361751,867.0,97890.0,10.14,potatoes
8793,France,Soybeans,1996,26717,867.0,97890.0,10.14,soybeans
8796,France,Potatoes,1997,397848,867.0,109792.0,11.59,potatoes
8799,France,Soybeans,1997,27641,867.0,109792.0,11.59,soybeans
8802,France,Potatoes,1998,373559,867.0,107753.0,11.25,potatoes
8805,France,Soybeans,1998,25506,867.0,107753.0,11.25,soybeans
8808,France,Potatoes,1999,397361,867.0,114695.0,11.83,potatoes
8811,France,Soybeans,1999,26622,867.0,114695.0,11.83,soybeans
8814,France,Potatoes,2000,395987,867.0,97878.0,11.74,potatoes
8817,France,Soybeans,2000,25875,867.0,97878.0,11.74,soybeans
8820,France,Potatoes,2001,374385,867.0,99694.0,11.37,potatoes
8823,France,Soybeans,2001,25617,867.0,99694.0,11.37,soybeans
8826,France,Potatoes,2002,423804,867.0,82448.0,11.87,potatoes
8829,France,Soybeans,2002,27899,867.0,82448.0,11.87,soybeans
8832,France,Potatoes,2004,454162,867.0,76099.0,11.34,potatoes
8835,France,Soybeans,2004,25104,867.0,76099.0,11.34,soybeans
8838,France,Potatoes,2005,422227,867.0,78265.0,11.55,potatoes
8841,France,Soybeans,2005,24837,867.0,78265.0,11.55,soybeans
8844,France,Potatoes,2006,401909,867.0,71612.0,11.79,potatoes
8847,France,Soybeans,2006,27173,867.0,71612.0,11.79,soybeans
8850,France,Potatoes,2007,453347,867.0,77255.0,11.75,potatoes
8853,France,Soybeans,2007,25991,867.0,77255.0,11.75,soybeans
8856,France,Potatoes,2008,435194,867.0,78577.0,11.28,potatoes
8859,France,Soybeans,2008,28986,867.0,78577.0,11.28,soybeans
8862,France,Potatoes,2009,437856,867.0,63676.0,11.46,potatoes
8865,France,Soybeans,2009,25109,867.0,63676.0,11.46,soybeans
8868,France,Potatoes,2010,421566,867.0,61903.0,10.41,potatoes
8871,France,Soybeans,2010,27495,867.0,61903.0,10.41,soybeans
8874,France,Potatoes,2011,468991,867.0,61039.0,12.33,potatoes
8877,France,Soybeans,2011,29473,867.0,61039.0,12.33,soybeans
8880,France,Potatoes,2012,413769,867.0,63547.59,11.22,potatoes
8883,France,Soybeans,2012,27815,867.0,63547.59,11.22,soybeans
8886,France,Potatoes,2013,431560,867.0,66497.29,11.01,potatoes
8889,France,Soybeans,2013,25599,867.0,66497.29,11.01,soybeans
8894,Germany,Potatoes,1990,257764,700.0,31289.0,10.71,potatoes
8895,Germany,Potatoes,1990,257764,700.0,31289.0,10.08,potatoes
8896,Germany,Potatoes,1990,257764,700.0,31289.0,5.92,potatoes
8897,Germany,Soybeans,1990,19792,700.0,31289.0,10.71,soybeans
8898,Germany,Soybeans,1990,19792,700.0,31289.0,10.08,soybeans
8899,Germany,Soybeans,1990,19792,700.0,31289.0,5.92,soybeans
8906,Germany,Potatoes,1991,298464,700.0,32006.0,9.36,potatoes
8907,Germany,Potatoes,1991,298464,700.0,32006.0,8.79,potatoes
8908,Germany,Potatoes,1991,298464,700.0,32006.0,4.93,potatoes
8909,Germany,Soybeans,1991,23917,700.0,32006.0,9.36,soybeans
8910,Germany,Soybeans,1991,23917,700.0,32006.0,8.79,soybeans
8911,Germany,Soybeans,1991,23917,700.0,32006.0,4.93,soybeans
8918,Germany,Potatoes,1992,301928,700.0,29542.0,10.38,potatoes
8919,Germany,Potatoes,1992,301928,700.0,29542.0,9.84,potatoes
8920,Germany,Potatoes,1992,301928,700.0,29542.0,5.91,potatoes
8921,Germany,Soybeans,1992,30000,700.0,29542.0,10.38,soybeans
8922,Germany,Soybeans,1992,30000,700.0,29542.0,9.84,soybeans
8923,Germany,Soybeans,1992,30000,700.0,29542.0,5.91,soybeans
8930,Germany,Potatoes,1993,392539,700.0,25170.0,9.34,potatoes
8931,Germany,Potatoes,1993,392539,700.0,25170.0,8.57,potatoes
8932,Germany,Potatoes,1993,392539,700.0,25170.0,5.33,potatoes
8933,Germany,Soybeans,1993,20000,700.0,25170.0,9.34,soybeans
8934,Germany,Soybeans,1993,20000,700.0,25170.0,8.57,soybeans
8935,Germany,Soybeans,1993,20000,700.0,25170.0,5.33,soybeans
8942,Germany,Potatoes,1994,329512,700.0,26330.0,10.43,potatoes
8943,Germany,Potatoes,1994,329512,700.0,26330.0,9.73,potatoes
8944,Germany,Potatoes,1994,329512,700.0,26330.0,6.64,potatoes
8945,Germany,Soybeans,1994,20000,700.0,26330.0,10.43,soybeans
8946,Germany,Soybeans,1994,20000,700.0,26330.0,9.73,soybeans
8947,Germany,Soybeans,1994,20000,700.0,26330.0,6.64,soybeans
8954,Germany,Potatoes,1995,314059,700.0,30090.0,9.75,potatoes
8955,Germany,Potatoes,1995,314059,700.0,30090.0,9.16,potatoes
8956,Germany,Potatoes,1995,314059,700.0,30090.0,5.33,potatoes
8957,Germany,Soybeans,1995,20587,700.0,30090.0,9.75,soybeans
8958,Germany,Soybeans,1995,20587,700.0,30090.0,9.16,soybeans
8959,Germany,Soybeans,1995,20587,700.0,30090.0,5.33,soybeans
8966,Germany,Potatoes,1996,390096,700.0,31683.0,7.88,potatoes
8967,Germany,Potatoes,1996,390096,700.0,31683.0,7.42,potatoes
8968,Germany,Potatoes,1996,390096,700.0,31683.0,4.49,potatoes
8969,Germany,Soybeans,1996,20000,700.0,31683.0,7.88,soybeans
8970,Germany,Soybeans,1996,20000,700.0,31683.0,7.42,soybeans
8971,Germany,Soybeans,1996,20000,700.0,31683.0,4.49,soybeans
8978,Germany,Potatoes,1997,384055,700.0,30414.0,9.73,potatoes
8979,Germany,Potatoes,1997,384055,700.0,30414.0,9.27,potatoes
8980,Germany,Potatoes,1997,384055,700.0,30414.0,5.79,potatoes
8981,Germany,Soybeans,1997,20000,700.0,30414.0,9.73,soybeans
8982,Germany,Soybeans,1997,20000,700.0,30414.0,9.27,soybeans
8983,Germany,Soybeans,1997,20000,700.0,30414.0,5.79,soybeans
8990,Germany,Potatoes,1998,381394,700.0,33377.0,10.05,potatoes
8991,Germany,Potatoes,1998,381394,700.0,33377.0,9.31,potatoes
8992,Germany,Potatoes,1998,381394,700.0,33377.0,5.66,potatoes
8993,Germany,Soybeans,1998,21896,700.0,33377.0,10.05,soybeans
8994,Germany,Soybeans,1998,21896,700.0,33377.0,9.31,soybeans
8995,Germany,Soybeans,1998,21896,700.0,33377.0,5.66,soybeans
9002,Germany,Potatoes,1999,374989,700.0,30019.0,10.58,potatoes
9003,Germany,Potatoes,1999,374989,700.0,30019.0,10.02,potatoes
9004,Germany,Potatoes,1999,374989,700.0,30019.0,5.55,potatoes
9005,Germany,Soybeans,1999,26010,700.0,30019.0,10.58,soybeans
9006,Germany,Soybeans,1999,26010,700.0,30019.0,10.02,soybeans
9007,Germany,Soybeans,1999,26010,700.0,30019.0,5.55,soybeans
9014,Germany,Potatoes,2000,433437,700.0,35273.17,10.96,potatoes
9015,Germany,Potatoes,2000,433437,700.0,35273.17,10.12,potatoes
9016,Germany,Potatoes,2000,433437,700.0,35273.17,6.33,potatoes
9017,Germany,Soybeans,2000,20000,700.0,35273.17,10.96,soybeans
9018,Germany,Soybeans,2000,20000,700.0,35273.17,10.12,soybeans
9019,Germany,Soybeans,2000,20000,700.0,35273.17,6.33,soybeans
9026,Germany,Potatoes,2001,407758,700.0,33423.49,9.69,potatoes
9027,Germany,Potatoes,2001,407758,700.0,33423.49,9.19,potatoes
9028,Germany,Potatoes,2001,407758,700.0,33423.49,5.59,potatoes
9029,Germany,Soybeans,2001,19584,700.0,33423.49,9.69,soybeans
9030,Germany,Soybeans,2001,19584,700.0,33423.49,9.19,soybeans
9031,Germany,Soybeans,2001,19584,700.0,33423.49,5.59,soybeans
9038,Germany,Potatoes,2002,391226,700.0,34431.72,10.26,potatoes
9039,Germany,Potatoes,2002,391226,700.0,34431.72,9.86,potatoes
9040,Germany,Potatoes,2002,391226,700.0,34431.72,6.26,potatoes
9041,Germany,Soybeans,2002,15337,700.0,34431.72,10.26,soybeans
9042,Germany,Soybeans,2002,15337,700.0,34431.72,9.86,soybeans
9043,Germany,Soybeans,2002,15337,700.0,34431.72,6.26,soybeans
9050,Germany,Potatoes,2004,441756,700.0,34930.37,9.82,potatoes
9051,Germany,Potatoes,2004,441756,700.0,34930.37,9.48,potatoes
9052,Germany,Potatoes,2004,441756,700.0,34930.37,5.43,potatoes
9059,Germany,Potatoes,2005,419798,700.0,36386.27,9.92,potatoes
9060,Germany,Potatoes,2005,419798,700.0,36386.27,9.58,potatoes
9061,Germany,Potatoes,2005,419798,700.0,36386.27,5.01,potatoes
9068,Germany,Potatoes,2006,365680,700.0,38540.15,10.55,potatoes
9069,Germany,Potatoes,2006,365680,700.0,38540.15,10.15,potatoes
9070,Germany,Potatoes,2006,365680,700.0,38540.15,5.94,potatoes
9071,Germany,Soybeans,2006,10000,700.0,38540.15,10.55,soybeans
9072,Germany,Soybeans,2006,10000,700.0,38540.15,10.15,soybeans
9073,Germany,Soybeans,2006,10000,700.0,38540.15,5.94,soybeans
9080,Germany,Potatoes,2007,423470,700.0,40740.64,10.88,potatoes
9081,Germany,Potatoes,2007,423470,700.0,40740.64,10.37,potatoes
9082,Germany,Potatoes,2007,423470,700.0,40740.64,6.28,potatoes
9083,Germany,Soybeans,2007,10000,700.0,40740.64,10.88,soybeans
9084,Germany,Soybeans,2007,10000,700.0,40740.64,10.37,soybeans
9085,Germany,Soybeans,2007,10000,700.0,40740.64,6.28,soybeans
9092,Germany,Potatoes,2008,437606,700.0,43413.01,10.66,potatoes
9093,Germany,Potatoes,2008,437606,700.0,43413.01,10.04,potatoes
9094,Germany,Potatoes,2008,437606,700.0,43413.01,5.94,potatoes
9095,Germany,Soybeans,2008,10000,700.0,43413.01,10.66,soybeans
9096,Germany,Soybeans,2008,10000,700.0,43413.01,10.04,soybeans
9097,Germany,Soybeans,2008,10000,700.0,43413.01,5.94,soybeans
9104,Germany,Potatoes,2009,443045,700.0,39289.43,10.06,potatoes
9105,Germany,Potatoes,2009,443045,700.0,39289.43,9.61,potatoes
9106,Germany,Potatoes,2009,443045,700.0,39289.43,5.89,potatoes
9107,Germany,Soybeans,2009,10000,700.0,39289.43,10.06,soybeans
9108,Germany,Soybeans,2009,10000,700.0,39289.43,9.61,soybeans
9109,Germany,Soybeans,2009,10000,700.0,39289.43,5.89,soybeans
9116,Germany,Potatoes,2010,398758,700.0,40832.42,8.61,potatoes
9117,Germany,Potatoes,2010,398758,700.0,40832.42,7.97,potatoes
9118,Germany,Potatoes,2010,398758,700.0,40832.42,4.85,potatoes
9119,Germany,Soybeans,2010,20000,700.0,40832.42,8.61,soybeans
9120,Germany,Soybeans,2010,20000,700.0,40832.42,7.97,soybeans
9121,Germany,Soybeans,2010,20000,700.0,40832.42,4.85,soybeans
9128,Germany,Potatoes,2011,457565,700.0,43754.35,10.56,potatoes
9129,Germany,Potatoes,2011,457565,700.0,43754.35,9.73,potatoes
9130,Germany,Potatoes,2011,457565,700.0,43754.35,6.56,potatoes
9131,Germany,Soybeans,2011,15000,700.0,43754.35,10.56,soybeans
9132,Germany,Soybeans,2011,15000,700.0,43754.35,9.73,soybeans
9133,Germany,Soybeans,2011,15000,700.0,43754.35,6.56,soybeans
9140,Germany,Potatoes,2012,447570,700.0,45522.5,9.96,potatoes
9141,Germany,Potatoes,2012,447570,700.0,45522.5,9.2,potatoes
9142,Germany,Potatoes,2012,447570,700.0,45522.5,5.88,potatoes
9143,Germany,Soybeans,2012,20000,700.0,45522.5,9.96,soybeans
9144,Germany,Soybeans,2012,20000,700.0,45522.5,9.2,soybeans
9145,Germany,Soybeans,2012,20000,700.0,45522.5,5.88,soybeans
9152,Germany,Potatoes,2013,398258,700.0,43756.1,10.12,potatoes
9153,Germany,Potatoes,2013,398258,700.0,43756.1,9.17,potatoes
9154,Germany,Potatoes,2013,398258,700.0,43756.1,6.0,potatoes
9155,Germany,Soybeans,2013,20000,700.0,43756.1,10.12,soybeans
9156,Germany,Soybeans,2013,20000,700.0,43756.1,9.17,soybeans
9157,Germany,Soybeans,2013,20000,700.0,43756.1,6.0,soybeans
9161,Ghana,Cassava,1990,84170,1187.0,65.8,26.73,cassava
9163,Ghana,Plantains and others,1990,61890,1187.0,65.8,26.73,plantains and others
9166,Ghana,Yams,1990,73451,1187.0,65.8,26.73,yams
9167,Ghana,Cassava,1991,106630,1187.0,65.8,26.6,cassava
9169,Ghana,Plantains and others,1991,67914,1187.0,65.8,26.6,plantains and others
9172,Ghana,Yams,1991,115790,1187.0,65.8,26.6,yams
9173,Ghana,Cassava,1992,102591,1187.0,65.8,26.47,cassava
9175,Ghana,Plantains and others,1992,68873,1187.0,65.8,26.47,plantains and others
9178,Ghana,Yams,1992,104034,1187.0,65.8,26.47,yams
9179,Ghana,Cassava,1993,112309,1187.0,65.8,26.67,cassava
9181,Ghana,Plantains and others,1993,80432,1187.0,65.8,26.67,plantains and others
9184,Ghana,Yams,1993,131606,1187.0,65.8,26.67,yams
9185,Ghana,Cassava,1994,115776,1187.0,65.8,26.62,cassava
9187,Ghana,Plantains and others,1994,80365,1187.0,65.8,26.62,plantains and others
9190,Ghana,Yams,1994,110256,1187.0,65.8,26.62,yams
9191,Ghana,Cassava,1995,119924,1187.0,65.8,26.87,cassava
9193,Ghana,Plantains and others,1995,77059,1187.0,65.8,26.87,plantains and others
9196,Ghana,Yams,1995,120710,1187.0,65.8,26.87,yams
9197,Ghana,Cassava,1996,120392,1187.0,1575.5,26.61,cassava
9199,Ghana,Plantains and others,1996,79711,1187.0,1575.5,26.61,plantains and others
9202,Ghana,Sweet potatoes,1996,13596,1187.0,1575.5,26.61,sweet potatoes
9203,Ghana,Yams,1996,127793,1187.0,1575.5,26.61,yams
9204,Ghana,Cassava,1997,118777,1187.0,502.0,26.58,cassava
9206,Ghana,Plantains and others,1997,80890,1187.0,502.0,26.58,plantains and others
9209,Ghana,Sweet potatoes,1997,13593,1187.0,502.0,26.58,sweet potatoes
9210,Ghana,Yams,1997,128490,1187.0,502.0,26.58,yams
9211,Ghana,Cassava,1998,113891,1187.0,297.78,27.28,cassava
9213,Ghana,Plantains and others,1998,77780,1187.0,297.78,27.28,plantains and others
9216,Ghana,Sweet potatoes,1998,13617,1187.0,297.78,27.28,sweet potatoes
9217,Ghana,Yams,1998,128148,1187.0,297.78,27.28,yams
9218,Ghana,Cassava,1999,122528,1187.0,114.13,26.74,cassava
9220,Ghana,Plantains and others,1999,81007,1187.0,114.13,26.74,plantains and others
9223,Ghana,Sweet potatoes,1999,13846,1187.0,114.13,26.74,sweet potatoes
9224,Ghana,Yams,1999,133871,1187.0,114.13,26.74,yams
9225,Ghana,Cassava,2000,122812,1187.0,81.63,26.83,cassava
9227,Ghana,Plantains and others,2000,79071,1187.0,81.63,26.83,plantains and others
9230,Ghana,Sweet potatoes,2000,13953,1187.0,81.63,26.83,sweet potatoes
9231,Ghana,Yams,2000,128847,1187.0,81.63,26.83,yams
